Arg,Val
20.375,-2.77958803580315
20.5,-2.7929404419796
20.625,-2.8065661222556
20.75,-2.82053621239475
20.875,-2.8349187148566
21,-2.84977822572001
21.125,-2.86517567963352
21.25,-2.88116811391194
21.375,-2.89780845280167
21.5,-2.91514531283551
21.625,-2.93322283009235
21.75,-2.95208051006765
21.875,-2.97175310074864
22,-2.99227048937358
22.125,-3.01365762323748
22.25,-3.03593445478924
22.375,-3.05911591114625
22.5,-3.0832118880336
22.625,-3.10822726803684
22.75,-3.13416196293946
22.875,-3.16101097980043
23,-3.18876451031334
23.125,-3.21740804287719
23.25,-3.24692249670103
23.375,-3.27728437716004
23.5,-3.30846595152049
23.625,-3.34043544405538
23.75,-3.37315724948198
23.875,-3.40659216356744
24,-3.44069762966971
24.125,-3.47542799990781
24.25,-3.51073480958962
24.375,-3.54656706346564
24.5,-3.58287153232527
24.625,-3.61959305840708
24.75,-3.65667486805765
24.875,-3.69405889004372
25,-3.73168607790111
25.125,-3.7694967346899
25.25,-3.80743083851993
25.375,-3.84542836721278
25.5,-3.88342962047651
25.625,-3.92137553798798
25.75,-3.95920801180276
25.875,-3.99687019154658
26,-4.03430678088286
26.125,-4.071464323799
26.25,-4.10829147930883
26.375,-4.14473928323068
26.5,-4.18076139576773
26.625,-4.21631433369193
26.75,-4.25135768601157
26.875,-4.2858543120876
27,-4.31977052125306
27.125,-4.35307623308345
27.25,-4.38574511756374
27.375,-4.41775471449818
27.5,-4.44908653161285
27.625,-4.47972612090701
27.75,-4.50966313291685
27.875,-4.53889134866439
28,-4.56740868917409
28.125,-4.59521720254974
28.25,-4.62232302871345
28.375,-4.64873634201808
28.5,-4.67447127205081
28.625,-4.69954580305197
28.75,-4.72398165247557
28.875,-4.74780412931843
29,-4.77104197294141
29.125,-4.79372717319926
29.25,-4.81589477278389
29.375,-4.83758265277031
29.5,-4.85883130243277
29.625,-4.87968357447223
29.75,-4.90018442686406
29.875,-4.92038065259614
30,-4.94032059862264
30.125,-4.96005387540773
30.25,-4.97963105847457
30.375,-4.99910338341036
30.5,-5.01852243580533
30.625,-5.03793983762426
30.75,-5.05740693152218
30.875,-5.07697446462164
31,-5.0966922732674
31.125,-5.11660897026572
31.25,-5.1367716360992
31.375,-5.15722551558526
31.5,-5.17801372141606
31.625,-5.19917694598107
31.75,-5.22075318282983
31.875,-5.24277745908315
32,-5.26528158004486
32.125,-5.28829388720503
32.25,-5.3118390307586
32.375,-5.33593775769131
32.5,-5.36060671640854
32.625,-5.3858582788012
32.75,-5.41170038055875
32.875,-5.43813638045047
33,-5.46516493920556
33.125,-5.49277991852846
33.25,-5.52097030069033
33.375,-5.54972012904005
33.5,-5.57900846967983
33.625,-5.60880939445146
33.75,-5.63909198527993
33.875,-5.66982035982264
34,-5.70095371827422
34.125,-5.73244641108057
34.25,-5.76424802722081
34.375,-5.79630350262332
34.5,-5.82855324819209
34.625,-5.86093329683302
34.75,-5.89337546878615
34.875,-5.92580755449091
35,-5.95815351413603
35.125,-5.99033369297535
35.25,-6.02226505142522
35.375,-6.0538614088988
35.5,-6.08503370027749
35.625,-6.11569024387092
35.75,-6.14573701967302
35.875,-6.17507795668506
36,-6.20361522804511
36.125,-6.23124955267887
36.25,-6.25788050216839
36.375,-6.28340681152342
36.5,-6.30772669253474
36.625,-6.33073814838948
36.75,-6.35233928823638
36.875,-6.37242864040196
37,-6.39090546297865
37.125,-6.40767005053184
37.25,-6.42262403570404
37.375,-6.43567068453193
37.5,-6.44671518433448
37.625,-6.4556649230781
37.75,-6.46242975917727
37.875,-6.46692228074637
38,-6.46905805337942
38.125,-6.46875585559971
38.25,-6.46593790118997
38.375,-6.46053004768507
38.5,-6.45246199038405
38.625,-6.44166744131454
38.75,-6.42808429266144
38.875,-6.41165476425146
39,-6.3923255347664
39.125,-6.37004785643939
39.25,-6.34477765307012
39.375,-6.31647560127671
39.5,-6.28510719498243
39.625,-6.25064279321534
39.75,-6.21305765137708
39.875,-6.1723319362131
40,-6.12845072479088
40.125,-6.0814039878637
40.25,-6.03118655806598
40.375,-5.97779808345113
40.5,-5.92124296694389
40.625,-5.86153029233679
40.75,-5.7986737375132
40.875,-5.73269147562808
41,-5.66360606502151
41.125,-5.5914443286793
41.25,-5.51623722408848
41.375,-5.43801970436508
41.5,-5.35683057155442
41.625,-5.27271232302285
41.75,-5.18571099187243
41.875,-5.09587598231759
42,-5.00325990096468
42.125,-4.90791838493193
42.25,-4.80990992773893
42.375,-4.70929570388052
42.5,-4.60613939298142
42.625,-4.50050700440396
42.75,-4.39246670315277
42.875,-4.2820886378874
43,-4.1694447718164
43.125,-4.05460871720519
43.25,-3.93765557418503
43.375,-3.81866177450177
43.5,-3.69770493079168
43.625,-3.57486369191707
43.75,-3.45021760483755
43.875,-3.32384698343402
44,-3.19583278464154
44.125,-3.06625649218542
44.25,-2.9352000081516
44.375,-2.80274555255913
44.5,-2.66897557103856
44.625,-2.53397265065637
44.75,-2.39781944386286
44.875,-2.26059860047858
45,-2.12239270757376
45.125,-1.98328423703617
45.25,-1.8433555005659
45.375,-1.70268861178079
45.5,-1.56136545506462
45.625,-1.41946766074125
45.75,-1.27707658611207
45.875,-1.13427330185289
46,-0.991138583227691
46.125,-0.84775290554284
46.25,-0.704196443236007
46.375,-0.560549071968298
46.5,-0.416890373067688
46.625,-0.273299639656101
46.75,-0.129855883781211
46.875,0.0133621561321135
47,0.1562760081967
47.125,0.298807461026802
47.25,0.440878559424379
47.375,0.582411602447813
47.5,0.723329144504697
47.625,0.863554000087155
47.75,1.00300925274012
47.875,1.14161826882104
48,1.27930471657293
48.125,1.41599259099202
48.25,1.55160624492715
48.375,1.68607042679999
48.5,1.81931032528413
48.625,1.95125162122677
48.75,2.08182054704022
48.875,2.21094395373109
49,2.33854938567391
49.125,2.46456516317347
49.25,2.5889204727961
49.375,2.71154546538504
49.5,2.83237136161045
49.625,2.95133056483855
49.75,3.06835678103996
49.875,3.18338514539259
50,3.29635235517179
50.125,3.40719680845837
50.25,3.51585874813552
50.375,3.62228041058869
50.5,3.72640617846679
50.625,3.82818273681228
50.75,3.92755923181865
50.875,4.02448743142929
51,4.11892188695106
51.125,4.21082009481928
51.25,4.30014265761888
51.375,4.38685344343948
51.5,4.47091974261983
51.625,4.55231242092018
51.75,4.63100606814939
51.875,4.70697914126768
52,4.78021410098521
52.125,4.8506975408818
52.25,4.91842030808426
52.375,4.98337761455391
52.5,5.0455691380597
52.625,5.10499911193996
52.75,5.16167640278952
52.875,5.21561457524814
53,5.26683194311029
53.125,5.31535160602629
53.25,5.36120147111894
53.375,5.40441425889958
53.5,5.4450274929307
53.625,5.48308347275081
53.75,5.51862922964866
53.875,5.55171646494973
54,5.58240147055618
54.125,5.61074503156329
54.25,5.63681231085922
54.375,5.66067271570053
54.5,5.68239974634423
54.625,5.70207082690497
54.75,5.71976711869606
54.875,5.73557331640248
55,5.74957742752356
55.125,5.7618705356119
55.25,5.77254654792283
55.375,5.78170192817486
55.5,5.78943541520564
55.625,5.79584772838951
55.75,5.80104126076149
55.875,5.80511976086761
56,5.80818800443303
56.125,5.81035145700675
56.25,5.81171592880398
56.375,5.81238722302532
56.5,5.81247077898396
56.625,5.81207131141885
56.75,5.81129244741253
56.875,5.81023636236711
57,5.8090034165194
57.125,5.80769179349827
57.25,5.8063971424415
57.375,5.80521222519699
57.5,5.80422657013387
57.625,5.8035261340821
57.75,5.80319297390547
57.875,5.80330492919141
58,5.80393531751303
58.125,5.80515264368275
58.25,5.80702032437476
58.375,5.80959642944379
58.5,5.81293344121128
58.625,5.8170780329275
58.75,5.82207086754876
58.875,5.82794641789383
59,5.83473280916274
59.125,5.84245168471461
59.25,5.85111809591012
59.375,5.86074041672784
59.5,5.87132028376354
59.625,5.88285256211743
59.75,5.89532533756683
59.875,5.90871993531148
60,5.92301096546581
60.125,5.93816639535826
60.25,5.95414764858146
60.375,5.97090973062053
60.5,5.98840138076979
60.625,6.00656524993145
60.75,6.02533810377379
60.875,6.04465105061208
61,6.06442979326276
61.125,6.08459490401136
61.25,6.10506212172732
61.375,6.12574267005556
61.5,6.14654359551485
61.625,6.1673681242379
61.75,6.18811603599827
61.875,6.20868405408431
62,6.22896624950162
62.125,6.24885445791311
62.25,6.26823870765979
62.375,6.28700765714653
62.5,6.30504903982571
62.625,6.32225011496741
62.75,6.33849812236895
62.875,6.35368073912845
63,6.36768653658723
63.125,6.38040543553459
63.25,6.39172915776534
63.375,6.40155167208624
63.5,6.4097696328815
63.625,6.4162828093702
63.75,6.4209945037197
63.875,6.42381195621846
64,6.42464673575972
64.125,6.42341511394295
64.25,6.42003842116407
64.375,6.41444338313617
64.5,6.4065624363615
64.625,6.39633402116067
64.75,6.38370285095714
64.875,6.36862015661358
65,6.35104390472062
65.125,6.3309389888479
65.25,6.30827739288192
65.375,6.28303832569333
65.5,6.25520832649941
65.625,6.22478134041255
65.75,6.19175876379458
65.875,6.15614945916705
66,6.11796973955973
66.125,6.07724332231292
66.25,6.03400125248228
66.375,5.98828179612819
66.5,5.940130303904
66.625,5.88959904548823
66.75,5.8367470155344
66.875,5.78163971193835
67,5.7243488873457
67.125,5.66495227494063
67.25,5.60353328967218
67.375,5.54018070618354
67.5,5.47498831481401
67.625,5.40805455714149
67.75,5.33948214262535
67.875,5.26937764799419
68,5.19785110110108
68.125,5.12501555103887
68.25,5.05098662637018
68.375,4.975882083381
68.5,4.89982134631197
68.625,4.82292504155829
68.75,4.74531452785682
68.875,4.66711142449797
69,4.58843713960933
69.125,4.50941240055823
69.25,4.43015678851208
69.375,4.35078827917657
69.5,4.27142279170512
69.625,4.19217374773655
69.75,4.11315164247279
69.875,4.0344636296547
70,3.95621312223191
70.125,3.87849941045227
70.25,3.80141729901801
70.375,3.72505676487032
70.5,3.64950263707115
70.625,3.57483430015132
70.75,3.50112542218862
70.875,3.42844370876797
71,3.35685068385872
71.125,3.28640149852325
71.25,3.217144768245
71.375,3.14912243953499
71.5,3.08236968634395
71.625,3.01691483667242
71.75,2.9527793296348
71.875,2.88997770309639
72,2.82851761186395
72.125,2.76839987627288
72.25,2.70961856087716
72.375,2.65216108281227
72.5,2.59600834926805
72.625,2.54113492337746
72.75,2.48750921769947
72.875,2.43509371435043
73,2.38384521071906
73.125,2.33371508958564
73.25,2.28464961235693
73.375,2.23659023402548
73.5,2.18947393836571
73.625,2.14323359178902
73.75,2.09779831419855
73.875,2.05309386510923
74,2.00904304323257
74.125,1.96556609766705
74.25,1.92258114878603
74.375,1.88000461687385
74.5,1.83775165652942
74.625,1.79573659483393
74.75,1.75387337126623
74.875,1.71207597734513
75,1.67025889398372
75.125,1.62833752455511
75.25,1.58622862169287
75.375,1.54385070588281
75.5,1.50112447394417
75.625,1.45797319554915
75.75,1.41432309598897
75.875,1.37010372346158
76,1.32524829923184
76.125,1.27969404909715
76.25,1.23338251468183
76.375,1.18625984317983
76.5,1.13827705426797
76.625,1.08939028302097
76.75,1.03956099777241
76.875,0.988756191985157
77,0.936948549316603
77.125,0.884116581190522
77.25,0.830244736316501
77.375,0.775323481729113
77.5,0.719349355052343
77.625,0.662324987828985
77.75,0.604259099889529
77.875,0.545166464869562
78,0.48506784711864
78.125,0.423989910375909
78.25,0.361965098718112
78.375,0.299031490413396
78.5,0.235232625438812
78.625,0.170617307540018
78.75,0.105239381828083
78.875,0.0391574890196304
79,-0.027565202467455
79.125,-0.0948612852505422
79.25,-0.162659421144997
79.375,-0.230884667260391
79.5,-0.29945881845773
79.625,-0.368300764523082
79.75,-0.437326860348832
79.875,-0.506451307357742
80,-0.575586544357307
80.125,-0.644643645972931
80.25,-0.713532726778287
80.375,-0.78216334921981
80.5,-0.850444933420086
80.625,-0.918287166941629
80.75,-0.985600412598234
80.875,-1.05229611241594
81,-1.1182871858693
81.125,-1.18348842055095
81.25,-1.24781685347363
81.375,-1.31119214125319
81.5,-1.37353691747837
81.625,-1.43477713563895
81.75,-1.49484239605618
81.875,-1.55366625533987
82,-1.61118651698286
82.125,-1.66734550179688
82.25,-1.72209029699264
82.375,-1.7753729828112
82.5,-1.82715083572296
82.625,-1.87738650732393
82.75,-1.92604817817629
82.875,-1.97310968596085
83,-2.01855062743183
83.125,-2.06235643378983
83.25,-2.10451841921542
83.375,-2.14503380243307
83.5,-2.18390570130303
83.625,-2.22114310056585
83.75,-2.25676079299073
83.875,-2.29077929430342
84,-2.3232247323922
84.125,-2.3541287114098
84.25,-2.38352815150624
84.375,-2.41146510503943
84.5,-2.43798655021924
84.625,-2.46314416324354
84.75,-2.48699407008304
84.875,-2.50959657916355
85,-2.53101589628028
85.125,-2.55131982315793
85.25,-2.57057944114264
85.375,-2.58886878157646
85.5,-2.60626448446238
85.625,-2.62284544707745
85.75,-2.63869246423249
85.875,-2.65388786191
86,-2.66851512603663
86.125,-2.68265852816255
86.25,-2.69640274982741
86.375,-2.70983250739215
86.5,-2.72303217910588
86.625,-2.73608543615923
86.75,-2.74907487944953
86.875,-2.76208168374843
87,-2.77518525091995
87.125,-2.78846287378725
87.25,-2.80198941218803
87.375,-2.81583698269388
87.5,-2.83007466339707
87.625,-2.84476821508969
87.75,-2.85997982007602
87.875,-2.87576783976859
88,-2.89218659212308
88.125,-2.9092861498675
88.25,-2.92711216037634
88.375,-2.9457056879325
88.5,-2.96510307900866
88.625,-2.98533585108575
88.75,-3.00643060541016
88.875,-3.02840896397384
89,-3.05128753088312
89.125,-3.07507787816285
89.25,-3.09978655592431
89.375,-3.12541512670707
89.5,-3.15196022368851
89.625,-3.17941363234033
89.75,-3.20776239499888
89.875,-3.23698893770696
90,-3.26707121857935
90.125,-3.29798289684221
90.25,-3.32969352159951
90.375,-3.36216873928742
90.5,-3.39537051869044
90.625,-3.42925739231213
90.75,-3.46378471281829
90.875,-3.49890492320183
91,-3.53456783925693
91.125,-3.57072094289556
91.25,-3.6073096847921
91.375,-3.64427779480186
91.5,-3.68156759856753
91.625,-3.71912033870319
91.75,-3.75687649892902
91.875,-3.7947761295219
92,-3.83275917244621
92.125,-3.87076578453717
92.25,-3.90873665712419
92.375,-3.94661333050527
92.5,-3.98433850171394
92.625,-4.02185632405928
92.75,-4.05911269696462
92.875,-4.09605554468344
93,-4.13263508253041
93.125,-4.16880406933142
93.25,-4.20451804486802
93.375,-4.23973555116973
93.5,-4.27441833659036
93.625,-4.30853154169244
93.75,-4.34204386605601
93.875,-4.37492771522445
94,-4.40715932709956
94.125,-4.43871887720124
94.25,-4.46959056231193
94.375,-4.49976266213352
94.5,-4.52922757869301
94.625,-4.5579818533429
94.75,-4.58602616131194
94.875,-4.61336528387206
95,-4.6400080582962
95.125,-4.66596730588959
95.25,-4.69125973848339
95.375,-4.71590584388314
95.5,-4.73992975086605
95.625,-4.76335907441864
95.75,-4.78622474200074
95.875,-4.80856080171186
96,-4.83040421332132
96.125,-4.85179462320438
96.25,-4.87277412430152
96.375,-4.89338700228786
96.5,-4.91367946920306
96.625,-4.93369938584952
96.75,-4.95349597431737
96.875,-4.97311952203879
97,-4.99262107881135
97.125,-5.01205214826004
97.25,-5.03146437523051
97.375,-5.05090923062155
97.5,-5.07043769517317
97.625,-5.0900999437275
97.75,-5.10994503147319
97.875,-5.13002058367074
98,-5.15037249033501
98.125,-5.1710446073237
98.25,-5.19207846524589
98.375,-5.21351298756351
98.5,-5.23538421921104
98.625,-5.25772506700493
98.75,-5.28056505305471
98.875,-5.30393008232262
99,-5.32784222540817
99.125,-5.35231951755924
99.25,-5.37737577483134
99.375,-5.40302042823374
99.5,-5.42925837661333
99.625,-5.45608985893752
99.75,-5.48351034654407
99.875,-5.51151045583084
100,-5.54007588176152
100.125,-5.56918735246525
100.25,-5.59882060510925
100.375,-5.62894638312415
100.5,-5.65953045476327
100.625,-5.69053365287814
100.75,-5.72191193569612
100.875,-5.75361646829005
101,-5.78559372433673
101.125,-5.81778560767014
101.25,-5.85012959304746
101.375,-5.8825588854614
101.5,-5.91500259725174
101.625,-5.94738594219237
101.75,-5.97963044565807
101.875,-6.01165416990791
102,-6.04337195346013
102.125,-6.0746956634766
102.25,-6.10553446002366
102.375,-6.13579507103114
102.5,-6.16538207673161
102.625,-6.19419820232951
102.75,-6.22214461762216
102.875,-6.24912124227491
103,-6.27502705543823
103.125,-6.29976040838717
103.25,-6.32321933886236
103.375,-6.34530188579709
103.5,-6.36590640312627
103.625,-6.38493187139138
103.75,-6.40227820587849
103.875,-6.417846560057
104,-6.43153962312145
104.125,-6.44326191047997
104.25,-6.45292004607882
104.375,-6.46042303550351
104.5,-6.46568252885255
104.625,-6.46861307243985
104.75,-6.46913234844561
104.875,-6.46716140170291
105,-6.46262485287819
105.125,-6.45545109737692
105.25,-6.4455724893821
105.375,-6.4329255105108
105.5,-6.41745092265386
105.625,-6.39909390464423
105.75,-6.37780417248108
105.875,-6.35353608291867
106,-6.32624872031004
106.125,-6.29590596667741
106.25,-6.26247655506067
106.375,-6.22593410627431
106.5,-6.18625714928008
106.625,-6.14342912545737
106.75,-6.09743837712555
106.875,-6.04827812074183
107,-5.99594640526431
107.125,-5.94044605623231
107.25,-5.88178460617479
107.375,-5.81997421201228
107.5,-5.7550315601677
107.625,-5.68697776014699
107.75,-5.61583822739132
107.875,-5.54164255623825
108,-5.46442438385965
108.125,-5.38422124606988
108.25,-5.30107442591745
108.375,-5.21502879598788
108.5,-5.12613265535524
108.625,-5.03443756212286
108.75,-4.93999816249279
108.875,-4.84287201729632
109,-4.74311942690574
109.125,-4.64080325543051
109.25,-4.53598875507878
109.375,-4.42874339153785
109.5,-4.31913667119625
109.625,-4.20723997099394
109.75,-4.09312637164688
109.875,-3.97687049494879
110,-3.85854834580558
110.125,-3.73823715960681
110.25,-3.61601525548562
110.375,-3.49196189596223
110.5,-3.36615715340775
110.625,-3.23868178370486
110.75,-3.10961710742083
110.875,-2.97904489874453
111,-2.84704728237704
111.125,-2.71370663850033
111.25,-2.57910551588577
111.375,-2.44332655314069
111.5,-2.30645240802842
111.625,-2.16856569473655
111.75,-2.02974892890839
111.875,-1.89008448019449
112,-1.74965453202624
112.125,-1.60854104826053
112.25,-1.46682574629438
112.375,-1.32459007620192
112.5,-1.18191520540345
112.625,-1.03888200833584
112.75,-0.895571060559252
112.875,-0.752062636703564
113,-0.608436711630865
113.125,-0.464772964168613
113.25,-0.321150782750583
113.375,-0.177649272289588
113.5,-0.0343472615986387
113.625,0.10867668932562
113.75,0.251344282841725
113.875,0.393577478701409
114,0.535298491251763
114.125,0.676429789450141
114.25,0.816894100318238
114.375,0.95661441643555
114.5,1.09551400804215
114.625,1.23351644028507
114.75,1.37054559610353
114.875,1.50652570520542
115,1.64138137954052
115.125,1.77503765562556
115.25,1.90742004402371
115.375,2.03845458622457
115.5,2.1680679191124
115.625,2.29618734715031
115.75,2.42274092234544
115.875,2.54765753199667
116,2.67086699416207
116.125,2.79230016071816
116.25,2.91188902781711
116.375,3.02956685348386
116.5,3.14526828202979
116.625,3.25892947489606
116.75,3.3704882474783
116.875,3.47988421142298
117,3.58705892182808
117.125,3.69195602872513
117.25,3.79452143216637
117.375,3.89470344019157
117.5,3.99245292890308
117.625,4.08772350383544
117.75,4.18047166176776
117.875,4.27065695209409
118,4.35824213683792
118.125,4.44319334837278
118.25,4.52548024389306
118.375,4.60507615566481
118.5,4.68195823607885
118.625,4.75610759652608
118.75,4.82750943911796
118.875,4.89615318028405
119,4.96203256529348
119.125,5.02514577276741
119.25,5.08549550827547
119.375,5.14308908614149
119.5,5.19793849862039
119.625,5.25006047165116
119.75,5.29947650643881
119.875,5.34621290617066
120,5.39030078723049
120.125,5.43177607433634
120.25,5.47067947909407
120.375,5.50705646152974
120.5,5.54095717423799
120.625,5.57243638886129
120.75,5.60155340469547
120.875,5.62837193930002
121,5.65296000107724
121.125,5.675389743871
121.25,5.69573730372457
121.375,5.71408261802617
121.5,5.73050922736041
121.625,5.74510406047354
121.75,5.75795720284979
121.875,5.7691616494836
122,5.77881304252007
122.125,5.78700939452014
122.25,5.79385079818978
122.375,5.79943912349214
122.5,5.80387770313795
122.625,5.80727100752221
122.75,5.80972431024397
122.875,5.81134334541012
123,5.81223395798354
123.125,5.81250174849001
123.25,5.81225171344701
123.375,5.81158788292004
123.5,5.81061295664929
123.625,5.8094279402189
123.75,5.80813178276564
123.875,5.80682101774002
124,5.80558940824307
124.125,5.80452759846499
124.25,5.80372277274717
124.375,5.80325832377803
124.5,5.803213531414
124.625,5.80366325359116
124.75,5.80467763075976
124.875,5.80632180523368
125,5.80865565679956
125.125,5.81173355587633
125.25,5.81560413545528
125.375,5.82031008298343
125.5,5.82588795328028
125.625,5.83236800349841
125.75,5.83977405105421
125.875,5.84812335536516
126,5.8574265241355
126.125,5.86768744483321
126.25,5.87890324189842
126.375,5.89106426011684
126.5,5.90415407448256
126.625,5.91814952676227
126.75,5.93302078885946
126.875,5.94873145296097
127,5.9652386483324
127.125,5.98249318451142
127.25,6.00043972053147
127.375,6.01901695969186
127.5,6.03815786927564
127.625,6.05778992450276
127.75,6.07783537589558
127.875,6.0982115391253
128,6.11883110630313
128.125,6.13960247757897
128.25,6.16043011181383
128.375,6.18121489500039
128.5,6.20185452501952
128.625,6.22224391123994
128.75,6.24227558739336
128.875,6.26184013608956
129,6.28082662327448
129.125,6.2991230408805
129.25,6.31661675587135
129.375,6.33319496384576
129.5,6.34874514533269
129.625,6.363155522889
129.75,6.37631551709556
129.875,6.38811619954254
130,6.39845074089711
130.125,6.40721485215794
130.25,6.41430721722109
130.375,6.41962991490976
130.5,6.42308882865751
130.625,6.42459404207933
130.75,6.42406021871815
130.875,6.42140696431559
131,6.41655917002427
131.125,6.40944733505527
131.25,6.4000078673376
131.375,6.38818336085629
131.5,6.37392284843223
131.625,6.35718202880896
131.75,6.33792346701929
131.875,6.31611676711766
132,6.29173871648089
132.125,6.26477340100173
132.25,6.23521229062403
132.375,6.20305429479602
132.5,6.16830578754818
132.625,6.13098060203397
132.75,6.09109999450417
132.875,6.04869257781945
133,6.00379422473874
133.125,5.95644794135365
133.25,5.90670371117082
133.375,5.85461831047319
133.5,5.80025509571828
133.625,5.74368376385567
133.75,5.6849800865658
133.875,5.62422561953849
134,5.56150738802065
134.125,5.49691754996907
134.25,5.43055303824374
134.375,5.36251518337198
134.5,5.29290931850016
134.625,5.22184436823057
134.75,5.14943242311356
134.875,5.07578830162969
135,5.00102910155371
135.125,4.92527374264042
135.25,4.84864250261189
135.375,4.7712565484565
135.5,4.69323746507212
135.625,4.61470678329817
135.75,4.53578550938465
135.875,4.45659365794112
136,4.37724979039251
136.125,4.29787056094545
136.25,4.21857027203501
136.375,4.13946044117982
136.5,4.06064938112229
136.625,3.98224179507191
136.75,3.90433838880099
136.875,3.82703550126737
137,3.75042475535501
137.125,3.67459273023281
137.25,3.59962065673483
137.375,3.52558413706159
137.5,3.4525528899918
137.625,3.38059052267975
137.75,3.30975432999296
137.875,3.24009512222064
138,3.17165708185561
138.125,3.10447765002103
138.25,3.03858744297912
138.375,2.97401019902403
138.5,2.91076275592318
138.625,2.84885505893392
138.75,2.78829019928446
138.875,2.72906448287061
139,2.67116752878375
139.125,2.61458239715105
139.25,2.55928574563741
139.375,2.50524801382928
139.5,2.45243363459573
139.625,2.4008012714011
139.75,2.35030408042739
139.875,2.30088999625341
140,2.25250203973355
140.125,2.20507864661906
140.25,2.15855401537407
140.375,2.11285847255298
140.5,2.06791885402904
140.625,2.02365890029466
140.75,1.97999966399315
140.875,1.93685992778884
141,1.89415663063909
141.125,1.85180530049714
141.25,1.80972049144866
141.375,1.76781622326908
141.5,1.72600642138132
141.625,1.68420535519591
141.75,1.64232807282726
141.875,1.60029083020031
142,1.55801151259212
142.125,1.51541004669153
142.25,1.47240880130818
142.375,1.42893297491815
142.5,1.38491096829826
142.625,1.34027474057375
142.75,1.2949601470841
