Coord,uscStruct_vals
187.75,0.963803202541896+0.99428272827842i
188,0.130296988819377+0.319361358237849i
188.25,1.80431572526751-0.19091632103036i
188.5,1.90543992147267-1.31709502269129i
188.75,1.92287770568369-1.43402654829348i
189,1.68271799066546-1.21356515692915i
189.25,1.73934464772676+0.205725417139382i
189.5,1.15764085025353-1.3840416073455i
189.75,0.169865012935907-1.32244486813971i
190,0.657407352692957-1.56714707496687i
190.25,0.0741227526536374-3.55040219844763i
190.5,1.34367045363471-2.40462687401914i
190.75,-0.757275971766581-0.970034277919544i
191,1.64558255604127-1.40204705944549i
191.25,2.53049544871968+0.11823739755703i
191.5,2.37846085216403+0.062051433358305i
191.75,1.18466706368866-1.00143636448072i
192,-0.70365205384967+0.1167731492247i
192.25,-1.16055454505643+1.35875713444264i
192.5,-2.38418315740681-2.29800907569262i
192.75,-2.84295218747808-1.11031327866006i
193,-1.01875664385934-1.18837816306243i
193.25,-2.25690513572955+0.327116580120456i
193.5,0.0616955892121431-1.31740890196226i
193.75,-0.230058811262912-0.994831867869388i
194,-1.47291707125397-0.710270134521385i
194.25,-1.55933183017379-0.434611389417503i
194.5,-1.66897667466004+0.0184713232306148i
194.75,-1.67856734045766-0.170065465812363i
195,-3.45830670771486-1.61793504911632i
195.25,-0.931942580488011-2.08448654896037i
195.5,-1.25645196218353+0.740116323689086i
195.75,0.5644969213387-0.667273006870188i
196,-0.470595009905074+1.71740124383668i
196.25,0.963584396695329-1.1614351957274i
196.5,-1.35377581630577-0.401439877748842i
196.75,-1.05853510831894-1.53582170900598i
197,-2.59743581450342-1.27514497635898i
197.25,-0.345453691494216+1.26871390618303i
197.5,-1.50937653288089+1.24146338368472i
197.75,-2.38994181066483-1.59375394345072i
198,0.542159696871058-0.539362815436643i
198.25,0.282664241370808-0.569291014629417i
198.5,0.222760575017829-0.4188982785983i
198.75,1.75320673649692+0.190907674116447i
199,0.126946294567334-0.561794186502598i
199.25,0.0572601507966115-0.618635818390307i
199.5,0.510902087379354+0.00766023906171859i
199.75,0.472345201207256-1.07836995212228i
200,-1.05654843009512-0.521647642401535i
200.25,-2.36284468779697-1.39091599356087i
200.5,-1.84332615203713-0.493309595565218i
200.75,-1.11270485470173-0.242343188194228i
201,-0.982387298651043+0.346017080112023i
201.25,-2.94005729969535-1.77597455567511i
201.5,-0.950307490350623+1.78036525329673i
201.75,-1.97238249663673+0.645101962606297i
202,0.136278500637384+0.353332366548945i
202.25,-1.37538717015853+1.04975802578238i
202.5,-0.466347953494378+0.802287897877151i
202.75,1.34146294901334-1.09360541445665i
203,0.77848136272764-2.5118662202894i
203.25,-1.12494975445957-0.79616516042296i
203.5,-0.659173362623994-0.491126919637039i
203.75,0.687980391019892+1.54894825464649i
204,-0.410877790138181+0.241190341209039i
204.25,1.05539401518321-1.53666004917822i
204.5,-1.57181807304028+0.553674661831135i
204.75,0.127144964889198-1.51469930076277i
205,-0.788831026786199-0.331407945108838i
205.25,-0.227983245777711-0.948695204086923i
205.5,1.26894979952543-0.737801705818304i
205.75,-0.257292477922611-1.01407709198761i
206,1.04612904574763-0.976927092497349i
206.25,1.62419021615342+0.844237418691302i
206.5,2.64514651517031-0.492146795087815i
206.75,1.75642933575168-0.935409632513663i
207,0.378178444684274-1.61995050793083i
207.25,1.25569547693057-1.55258903385371i
207.5,0.704021532166651+0.105191940014929i
207.75,1.28201605692829-0.868938961445734i
208,0.866031675420523+0.729168187257033i
208.25,1.69159824168291+1.39153158578625i
208.5,0.432875688208413+0.204568237552258i
208.75,2.07538294639553+1.14940231537904i
209,2.40219624980067+1.31700115427804i
209.25,2.66263610698493+0.422381435308799i
209.5,3.38507548246514+0.343144634602081i
209.75,2.66054945186617+0.742376641291078i
210,2.76220412037967+0.396870636001853i
210.25,1.15239639773567+0.623874776495643i
210.5,1.20554390128082+0.87649294037202i
210.75,1.0188702446844+1.08665329292519i
211,-1.42804628359881+1.85685188556403i
211.25,-0.0906564584456955+1.46348068161428i
211.5,-0.0257235641575871+3.09056941536083i
211.75,0.416476579933997+1.17611335255771i
212,-0.853628937424997+2.14583064444504i
212.25,-0.676142795406585+1.07334092453245i
212.5,0.584818504959881+1.0343808218412i
212.75,-0.630519129343356-0.283423151923357i
213,-1.50455555248673-0.573814828875068i
213.25,-1.65471732722375-1.20932210682309i
213.5,-1.9897757708619-1.37719327069485i
213.75,-2.49135526558474-0.211959422458663i
214,-0.521127854128035-0.308914306208616i
214.25,-0.673185730960659+0.687538026236558i
214.5,-1.03092757243698-0.211140956402802i
214.75,-1.11220192196913-0.830971511417867i
215,0.372627050453287-1.17519129608028i
215.25,-0.788630760129275-0.365548296901795i
215.5,0.00267110824668479+0.0499097236420549i
215.75,2.13458045302477-0.616078280325427i
216,-0.240389329710146+0.580923475203564i
216.25,1.94028526659316+0.285359402644787i
216.5,2.07158439607924+1.23980887959907i
216.75,0.257605210713712+0.11040828167037i
217,0.398977245490841+0.900660131118513i
217.25,0.304581599559854+0.828886211463017i
217.5,1.19594696918916+1.50136040005517i
217.75,0.322800983809412+1.41727515540948i
218,1.03946247737757+0.81973265245615i
218.25,-0.127097299257928+2.59942082470332i
218.5,-0.361874491169511+1.62096642520814i
218.75,0.662904421809703+2.12369597636404i
219,-0.11897116950278+0.549537512275994i
219.25,0.43401679455824+0.194920760866905i
219.5,-0.862961175791907-0.594123156538097i
219.75,0.814384927446539+0.25583087376088i
220,-0.267415442214303-0.551299169436514i
220.25,-0.264767275078811-0.730155578367018i
220.5,0.356483922698835-0.412144340412487i
220.75,1.13550050390209+0.660814163612227i
221,0.3788213868428-1.10941096380465i
221.25,0.258521476797589-2.32930859111765i
221.5,-0.11250999873696+0.564217908543016i
221.75,1.31017942254285-0.252267316914119i
222,1.55139223194046-0.526749935707321i
222.25,0.725860917910458+0.74552188984242i
222.5,1.07861481268221+1.4138181037211i
222.75,0.765756746850899+0.59493311922118i
223,0.408715904860162+0.507435864528437i
223.25,-0.191006173672313+2.76354915467874i
223.5,-0.271752163622171+0.0521619314079244i
223.75,-0.826892606462155+0.0400969543443468i
224,-2.14128532429573-0.325224011654861i
224.25,-1.3182614292364-0.667184315513235i
224.5,-1.69611784731464+0.159769913241414i
224.75,-0.636603081760784-1.55668602947348i
225,0.118031322287912-1.47420995186454i
225.25,-0.162808429919202+0.630857838709342i
225.5,-0.030046231098984-1.52543418448544i
225.75,-1.49369952964567+0.540726972477273i
226,0.546854499136537+0.885270016782847i
226.25,1.18537163492264-0.26857062503823i
226.5,0.840466812565794+0.956903119986355i
226.75,0.418065926257447+2.6489527607274i
227,0.550923364757129+4.00353124772527i
227.25,2.28307339441572+2.97192585932214i
227.5,-1.80725857728721+1.63212850346158i
227.75,-0.643006305839037+1.22760971103147i
228,-0.74740326207149+2.31120702119361i
228.25,-1.16815006386525-0.508599970612224i
228.5,-0.520723516033675-0.512339409802891i
228.75,0.966370266752277-1.06266019020798i
229,-0.048600610927011-1.842429574056i
229.25,0.866119817842135+0.796209569459833i
229.5,1.50071065465943+0.620390267722564i
229.75,0.227628210217639+1.097347225097i
230,1.41835471156872+1.65549112649703i
230.25,0.206854859495069+2.04911269850296i
230.5,-0.439389403836134+3.78067410846692i
230.75,-1.20505076362495+0.070881351662281i
231,-2.43236341653372-0.476376088424875i
231.25,-2.60572026413784-0.488013896812972i
231.5,-1.43392064664157+0.937280980032262i
231.75,-0.413700077521198-0.314717061109898i
232,-1.73598240359326+0.858175901655315i
232.25,1.45357051187798+0.950931385093074i
232.5,2.23507454854296+1.01900518388176i
232.75,1.26619765604606+1.79651297901737i
233,0.634303162101649+1.78244025165026i
233.25,1.57742472561981+1.31458757263192i
233.5,-2.68048967201937+0.284348328654707i
233.75,-0.352579785493843-0.703815328871825i
234,-1.04207057427502+0.08724461329317i
234.25,-1.72377543680832+0.549034160228999i
234.5,-0.763723034252865+0.324270897082647i
234.75,-1.27802941536718-0.775287512489258i
235,-1.38882586851602+1.79137061407646i
235.25,2.0734707062897+1.43720622118728i
235.5,1.19189069164915+2.29260993307719i
235.75,0.957308470408195+0.271837328994826i
236,-0.589320939408458-0.684357055022167i
236.25,-2.26518959604802+0.856444353305295i
236.5,-1.39433054227158+0.400729749572371i
236.75,-1.90734697928844-0.543040228544413i
237,-1.45320875404127-0.123460686139081i
237.25,-1.87899053794913-0.790620553735272i
237.5,-0.799490834742796-0.292206226997262i
237.75,1.28767827919564-0.903399217827537i
238,0.351034166858184-0.45555596407442i
238.25,1.22210368845541-1.19098685235882i
238.5,2.04765603424906+0.44597570845415i
238.75,2.21643522509785+0.479080725046743i
239,-0.0254832838784902+1.2669686184907i
239.25,-1.12124152147243+2.03842057542082i
239.5,-1.05504124586727+0.106246858053855i
239.75,-2.63204795743759-0.182806016900756i
240,-0.715502529785875+0.384201158745011i
240.25,-0.697546279352707-1.95129962668528i
240.5,-0.187015839339347-1.22476787717129i
240.75,1.35417098811799-0.733588423376905i
241,1.32090073134563-0.0677280786614445i
241.25,0.169780296689842+0.8109854600065i
241.5,-0.197119442832595+1.10650035022606i
241.75,0.360402168937889+1.93765240032528i
242,-1.09762376328152-0.218323371185881i
242.25,-2.76952603435829-0.00928355594425828i
242.5,-2.66068572435331+0.00414996568868631i
242.75,-1.28919625887578-1.0910895111117i
243,0.689427152728594-0.476327855580467i
243.25,2.16333663555104-0.692611005030067i
243.5,2.66113116098554+1.19384927540862i
243.75,0.914558070169471+1.06070040415573i
244,1.14853374124845+1.30957850961371i
244.25,2.52910354846236+1.69384026334305i
244.5,0.95529629060755+0.920301417833636i
244.75,1.27227862827305+1.04616114048128i
245,-1.11439056015717+0.289928951294688i
245.25,-1.73951635856733-0.0704830541542483i
245.5,-1.00333088334406-2.93300817977436i
245.75,-0.0555849420614922-0.916136574959633i
246,-1.92936622810893-0.313075009017989i
246.25,1.56979179471256+0.45803410204287i
246.5,0.144519931626315+0.59747118924441i
246.75,0.200293009634998-0.209061439835743i
247,-0.141895800535153+0.430260247544344i
247.25,-0.441229747656169+0.114101555728595i
247.5,-0.695542599663062+0.419613727263273i
247.75,0.638311373705705-2.62135012160775i
248,-0.186923785936076-0.753567399052613i
248.25,0.161826529010031-1.3739013308268i
248.5,-1.61809968355657-0.651613430974838i
248.75,-0.883421173092558-0.687164281640405i
249,-0.124634908369136-0.0560603169927068i
249.25,0.474405094046237-1.18692037820539i
249.5,-0.801686568216426-1.04171260349968i
249.75,-0.768381138640103+0.632670424993097i
250,0.774962451445426+2.04841143887365i
250.25,-0.545363188038769+0.124002013069685i
250.5,0.378182453640422+1.17505457636892i
250.75,0.898100694178236+1.47861006911527i
251,0.748483390829877+0.143764423684664i
251.25,-0.323088804492691+1.10163844159634i
251.5,-0.566571202882458+1.51165970053597i
251.75,-0.46489115162127-1.76735573987711i
252,-1.47443322992419-0.417165063838601i
252.25,-0.679489090833459-1.04912743084101i
252.5,-2.21772730329661-1.2864309997469i
252.75,-0.856866446130792-0.849031895895574i
253,-0.404118791948897-0.595564494898854i
253.25,-0.496997662472885-0.231662780348805i
253.5,-0.0101436456627936+0.309710826702725i
253.75,1.02323745680409-0.842211479705803i
254,1.018807444913+2.03256722220259i
254.25,0.460369988827939+0.805812908643347i
254.5,0.576364463739954-0.493137271807736i
254.75,0.950127621993497+0.557470566605061i
255,-0.164011277979007-0.0369178709490975i
255.25,-0.787092847369333+0.566822904176633i
255.5,-1.41421032354517+0.117770480206766i
255.75,-0.605185630500087+1.22396675720783i
256,-1.34651178078133+1.26678906132086i
256.25,-0.324839282460396+0.562061995136561i
256.5,0.356466992690735+0.483818777329078i
256.75,0.121312135952489-0.25859958405175i
257,-0.533890539920103-0.143313473028418i
257.25,0.704786035615216-0.54573234457084i
257.5,-0.3208683610746+0.418436968194666i
257.75,1.11220120459412-0.0234598112373053i
258,2.52048093118679+0.360694877498584i
258.25,1.50666256678197+2.00604024248833i
258.5,1.81103001879801+2.65537285585312i
258.75,0.756371094316686+0.567995009241856i
259,1.62761198396558+0.513156342484285i
259.25,1.30928979367367+0.0990067538527577i
259.5,0.133024143667621+0.713628196462133i
259.75,1.61974215420655+0.892958911963342i
260,-0.653120034463112-0.775089540776577i
260.25,0.116849238717731+0.149906617357153i
260.5,0.51644361670047-0.226991797850875i
260.75,-0.911614494568325-1.94175143046066i
261,0.531553915493052+1.54465418165885i
261.25,-0.471691310252356+0.207537028485069i
261.5,-0.930651318306526-0.0798757871086863i
261.75,0.439771016123441-0.167698957800893i
262,1.0414804660076-0.833661888726612i
262.25,-0.576212651176895+0.873546957011151i
262.5,1.17232286693726+0.851483577634224i
262.75,-0.0215291050820368+2.01448560868241i
263,1.10051154211536+0.199106813068206i
263.25,-0.644748688873692+1.40316526257294i
263.5,-0.374393441237021+0.816004093290277i
263.75,0.545300845133822+0.362522329760941i
264,-0.817959507911877+0.029050386356833i
264.25,0.132127881818165-0.831526552816359i
264.5,-0.197828168565014+0.852425150821857i
264.75,0.397499606629319-0.121850529362912i
265,0.7392348045601+1.55606632164418i
265.25,0.506437274588443-0.376496983281649i
265.5,0.730325753265239+0.675833595820424i
265.75,-0.560256512294031+1.55318866281484i
266,-0.553087506909838+0.160831240007178i
266.25,0.250230133508127+0.926197796075177i
266.5,-0.125386253051741+1.40421302912619i
266.75,1.53079842287207+0.431732539470966i
267,-0.199827094504725+0.711777007308428i
267.25,0.926609572538365+0.646871734437962i
267.5,-0.668019529684279-0.489799293355385i
267.75,0.939791105670245+1.35219462882105i
268,1.37950279550428+1.83840731354371i
268.25,1.08792298755639+0.879605312791121i
268.5,1.37354554992714+0.0941549613259503i
268.75,0.627414388666684+0.017442293579831i
269,-0.355040873909781-0.413596091192919i
269.25,0.791951736768274-0.770226126336414i
269.5,0.991240444734978-0.197586572354694i
269.75,0.866044081703819+0.686062416908041i
270,1.34872263283663-1.14694570767965i
270.25,-1.40140871360853-0.543386147730829i
270.5,1.51573691385034+0.210636028241367i
270.75,-0.485631438789811-0.998531358883249i
271,1.15581742323581-0.119761630484042i
271.25,-0.55035308400897+1.50695429439155i
271.5,-0.597649260714637+0.919655943305887i
271.75,0.885902323263146+0.518434508191149i
272,0.817738566322635-0.373369164274282i
272.25,-2.56058723206658+0.369866667194698i
272.5,-0.323597925342932-0.964711810393603i
272.75,0.878527495916495-0.557400768088896i
273,1.4902682761541+0.267757038473525i
273.25,0.570429939529751+1.93146704839284i
273.5,2.22860000462438+0.439495609916344i
273.75,-0.304277790679985+1.94188537341947i
274,0.551876283867926+0.796534085023986i
274.25,1.13425311381714+0.414085391865692i
274.5,-0.361949798290873-1.21195201986749i
274.75,-1.32031883567428+0.166323286772711i
275,-0.130069642948361+1.76494195518101i
275.25,0.483269030375554+0.803256319934613i
275.5,-0.633602768500803+1.6275454134279i
275.75,1.26260621560885+0.696955273388543i
276,-0.11546606220255+1.20006514820942i
276.25,0.215246053398811-0.424129559192655i
276.5,-0.0486099520650203-1.00846717437921i
276.75,1.30794720395809-2.27736959382331i
277,0.222309008786281-2.8801293650833i
277.25,1.37948945815032-1.28320866319336i
277.5,0.22354286967206+0.364037045232726i
277.75,1.77402542740512-0.703364392110893i
278,0.128914455782346-0.26844424004659i
278.25,-0.00827033448031544-0.418846244750099i
278.5,0.611042894809354-0.0373224871832251i
278.75,0.765637553348004+0.30838743665325i
279,2.05695165347857-1.17266623880569i
279.25,0.984518867991562-2.06134959762353i
279.5,-0.815300245619337+0.774079976852306i
279.75,0.70295576100708+2.97854952923815i
280,-1.95690894809275+0.544180665575389i
280.25,-0.966903019949519+1.00709561597072i
280.5,0.0226360380682009+1.98795062781291i
280.75,0.098673591807591-1.09230810655626i
281,1.09345388744193-1.67700929493647i
281.25,0.623403314756006-2.57710913226422i
281.5,2.14244285145431-0.258639902009304i
281.75,1.47674801194952-1.0665597639716i
282,0.174831969276581+0.66729451606981i
282.25,0.89089382998216+0.710317008530451i
282.5,0.686465344539018-0.762454080621898i
282.75,-2.61394737809023-0.122241761288701i
283,-0.444278706855125+1.00674781643217i
283.25,-2.64371553062084+0.0996505648335764i
283.5,-0.144677035623713-0.849970459310335i
283.75,1.14333404795136+0.101580546835597i
284,0.877829102906146-1.44352421215126i
284.25,-0.814881900294325+1.01377765094882i
284.5,-0.579392546741598+1.12644611770096i
284.75,-1.30256733959681+1.02299070772988i
285,-0.470253485682884+1.7914048231536i
285.25,-2.26101024103711+0.296610494884637i
285.5,-0.865199695357787-0.637443101166522i
285.75,-0.388723514297061-0.645160473144974i
286,1.012209366387-1.26059784682285i
286.25,1.07065137368852-2.67029974395089i
286.5,-0.527827121483422-0.758097078897952i
286.75,-0.0473770787496516-1.03778127583895i
287,0.876834226731665-0.870045230704237i
287.25,-0.457444665505499-0.200044196422424i
287.5,-0.402631662431493+0.0771333084963561i
287.75,-1.46632612440155-0.197299228873812i
288,0.180968515782193+1.10861799347644i
288.25,0.706277608081351-1.10520781249398i
288.5,-0.455408351848115+0.241930781598087i
288.75,0.646001566245148-0.474972507846i
289,0.0147849056478361-2.08531775809806i
289.25,-0.244701412043822-0.441960502611103i
289.5,-1.94954977524031+0.0143534319582762i
289.75,-0.582178362297474-0.4522838264875i
290,-1.63040642001404+0.548715285098858i
290.25,0.501124407138359+0.568781302731907i
290.5,0.478875693401556+1.35010296487874i
290.75,-1.06267206870022+0.419529870078805i
291,0.233952485957054+1.65902852008124i
291.25,0.751751506951565+2.08615621409588i
291.5,-1.59948358151923-0.355374702735283i
291.75,-1.54020548858312-0.410122163144343i
292,0.358437051797995-0.784811228205372i
292.25,1.38596545407012-2.40831707413557i
292.5,-0.719325922120545-0.0498331186743222i
292.75,0.335224135240515-1.70195452199836i
293,-1.02367238000281-1.90119042399171i
293.25,0.793544061273264+1.95609000639562i
293.5,-0.842705842219251+0.0182741429924621i
293.75,-0.914512575280197+0.189750808728442i
294,1.09299435272096+1.25661041477649i
294.25,-0.319690332695925+1.42828595555687i
294.5,0.310801071851149+0.40455223484874i
294.75,-0.663351638910791+0.786989838186417i
295,1.47148281037912-0.531266011789453i
295.25,-1.27436767733859-0.697910643024545i
295.5,-0.63657928809214-1.4322968125943i
295.75,0.203323864807037-1.00809825357457i
296,0.151245121148058-0.823867137086361i
296.25,-0.476245926223963+0.457412360581276i
296.5,1.81912427786307-0.817583473450926i
296.75,-0.188389754526997-0.0841397495982172i
297,-1.16299953987217+0.752717808837476i
297.25,-0.81559858928546+0.41822974437342i
297.5,-0.627230554043769+0.391390010322354i
297.75,-0.509561132316572-0.142148286789019i
298,0.624354021340274-1.33680897435899i
298.25,0.96316049081669-0.984331756224272i
298.5,0.149326734862411-0.133383300107111i
298.75,-0.895163136257322-0.638163800304572i
299,-2.02958114876356+0.952348243131784i
299.25,0.206705044187196+1.02911625003523i
299.5,0.152037179213821+0.732718603687058i
299.75,-0.0544004776788104+0.334372164632106i
300,-0.51097137359718+1.1776700604871i
300.25,1.59755952540877+1.46648326805277i
300.5,-0.477356383284394+0.346355218144474i
300.75,0.95914273311414+0.980858860287769i
301,-1.51609053424363-0.466909597761029i
301.25,0.771311401697901+0.497253185978635i
301.5,-0.516851446470306+0.78198009700717i
301.75,0.421550834705366+0.0128399075761316i
302,-0.105080418006372+0.305937038972303i
302.25,-0.848086900661193-0.906094663695352i
302.5,-0.871072020828886-1.64442323048652i
302.75,-0.61675177047449-0.366426593945574i
303,0.0735751698890413-1.06666395966567i
303.25,-0.64833873127491+0.88561454041754i
303.5,-0.946724103491012+1.53872407530995i
303.75,1.31066278022737+0.668588470668172i
304,-0.232876706692336+1.10328574634011i
304.25,-0.630275846137494-0.332530175467025i
304.5,1.18350824107384+0.319937125955491i
304.75,0.852533802391734-0.576316826618295i
305,0.645154802848775+0.611129487490093i
305.25,-0.413440098473489+0.575152119075646i
305.5,1.66128080175306+0.497938081086642i
305.75,0.741873426764163+1.72563126587988i
306,1.10597479596352+1.14825695607198i
306.25,-0.313885941226755+1.22603360716509i
306.5,0.647445115186366+0.55713896254886i
306.75,-0.252362079974819-0.497288862316455i
307,1.3223242371432-2.02969593855604i
307.25,-1.25426053771166-0.260014163933838i
307.5,1.86059648096639-2.00475862559832i
307.75,-1.17708555330454-1.09650297604397i
308,-1.42626408838451-1.20875918838465i
308.25,-0.628063094974033+1.88265888434583i
308.5,-1.28173907603799+0.429244292270797i
308.75,-0.331353138643219-0.461794034758782i
309,0.525794105690771-0.26722916020252i
309.25,0.110898285708249+0.157159987598493i
309.5,1.41699964349818+0.370210612076965i
309.75,0.575197583057615+1.46934026617701i
310,-0.225646271843677-0.136135187131059i
310.25,NaNNaNi
310.5,NaNNaNi
310.75,NaNNaNi
311,NaNNaNi
311.25,NaNNaNi
311.5,NaNNaNi
311.75,NaNNaNi
312,NaNNaNi
312.25,NaNNaNi
312.5,NaNNaNi
312.75,NaNNaNi
313,NaNNaNi
313.25,NaNNaNi
313.5,NaNNaNi
313.75,NaNNaNi
314,NaNNaNi
314.25,NaNNaNi
314.5,NaNNaNi
314.75,NaNNaNi
315,NaNNaNi
315.25,NaNNaNi
315.5,NaNNaNi
315.75,NaNNaNi
316,NaNNaNi
316.25,NaNNaNi
316.5,NaNNaNi
316.75,NaNNaNi
317,NaNNaNi
317.25,NaNNaNi
317.5,NaNNaNi
317.75,NaNNaNi
318,NaNNaNi
318.25,NaNNaNi
318.5,NaNNaNi
318.75,NaNNaNi
319,NaNNaNi
319.25,NaNNaNi
319.5,NaNNaNi
319.75,NaNNaNi
320,NaNNaNi
320.25,NaNNaNi
320.5,NaNNaNi
320.75,NaNNaNi
321,NaNNaNi
321.25,NaNNaNi
321.5,NaNNaNi
321.75,NaNNaNi
322,NaNNaNi
322.25,NaNNaNi
322.5,NaNNaNi
322.75,NaNNaNi
323,NaNNaNi
323.25,NaNNaNi
323.5,NaNNaNi
323.75,NaNNaNi
324,NaNNaNi
324.25,NaNNaNi
324.5,NaNNaNi
324.75,NaNNaNi
325,NaNNaNi
325.25,NaNNaNi
325.5,NaNNaNi
325.75,NaNNaNi
326,NaNNaNi
326.25,NaNNaNi
326.5,NaNNaNi
326.75,NaNNaNi
327,NaNNaNi
327.25,NaNNaNi
327.5,NaNNaNi
327.75,NaNNaNi
328,NaNNaNi
328.25,NaNNaNi
328.5,NaNNaNi
328.75,NaNNaNi
329,NaNNaNi
329.25,NaNNaNi
329.5,NaNNaNi
329.75,NaNNaNi
330,NaNNaNi
330.25,NaNNaNi
330.5,NaNNaNi
330.75,NaNNaNi
331,NaNNaNi
331.25,NaNNaNi
331.5,NaNNaNi
331.75,NaNNaNi
332,NaNNaNi
332.25,NaNNaNi
332.5,NaNNaNi
332.75,NaNNaNi
333,NaNNaNi
333.25,NaNNaNi
333.5,NaNNaNi
333.75,NaNNaNi
334,NaNNaNi
334.25,NaNNaNi
334.5,NaNNaNi
334.75,NaNNaNi
335,NaNNaNi
335.25,NaNNaNi
335.5,NaNNaNi
335.75,NaNNaNi
336,NaNNaNi
336.25,NaNNaNi
336.5,NaNNaNi
336.75,NaNNaNi
337,NaNNaNi
337.25,NaNNaNi
337.5,NaNNaNi
337.75,NaNNaNi
338,NaNNaNi
338.25,NaNNaNi
338.5,NaNNaNi
338.75,NaNNaNi
339,NaNNaNi
339.25,NaNNaNi
339.5,NaNNaNi
339.75,NaNNaNi
340,NaNNaNi
340.25,NaNNaNi
340.5,NaNNaNi
340.75,NaNNaNi
341,NaNNaNi
341.25,NaNNaNi
341.5,NaNNaNi
341.75,NaNNaNi
342,NaNNaNi
342.25,NaNNaNi
342.5,NaNNaNi
342.75,NaNNaNi
343,NaNNaNi
343.25,NaNNaNi
343.5,NaNNaNi
343.75,NaNNaNi
344,NaNNaNi
344.25,NaNNaNi
344.5,NaNNaNi
344.75,NaNNaNi
345,NaNNaNi
345.25,NaNNaNi
345.5,NaNNaNi
345.75,NaNNaNi
346,NaNNaNi
346.25,NaNNaNi
346.5,NaNNaNi
346.75,NaNNaNi
347,NaNNaNi
347.25,NaNNaNi
347.5,NaNNaNi
347.75,NaNNaNi
348,NaNNaNi
348.25,NaNNaNi
348.5,NaNNaNi
348.75,NaNNaNi
349,NaNNaNi
349.25,NaNNaNi
349.5,NaNNaNi
349.75,NaNNaNi
350,NaNNaNi
350.25,NaNNaNi
350.5,NaNNaNi
350.75,NaNNaNi
351,NaNNaNi
351.25,NaNNaNi
351.5,NaNNaNi
351.75,NaNNaNi
352,NaNNaNi
352.25,NaNNaNi
352.5,NaNNaNi
352.75,NaNNaNi
353,NaNNaNi
353.25,NaNNaNi
353.5,NaNNaNi
353.75,NaNNaNi
354,NaNNaNi
354.25,NaNNaNi
354.5,NaNNaNi
354.75,NaNNaNi
355,NaNNaNi
355.25,NaNNaNi
355.5,NaNNaNi
355.75,NaNNaNi
356,NaNNaNi
356.25,NaNNaNi
356.5,NaNNaNi
356.75,NaNNaNi
357,NaNNaNi
357.25,NaNNaNi
357.5,NaNNaNi
357.75,NaNNaNi
358,NaNNaNi
358.25,NaNNaNi
358.5,NaNNaNi
358.75,NaNNaNi
359,NaNNaNi
359.25,NaNNaNi
359.5,NaNNaNi
359.75,NaNNaNi
360,NaNNaNi
